"NZ_16_ASCII","FIN_ID","SKRJ_ID","HAFAS_ID","EPA_ID"
"Warnowo","8427","001610","5104089",""
"Letnica","7243","027862","5102118","00484"
"KomorÛw Podm.","2110","065557","5101741",""
"£omnica-ZdrÛj","3160","082586","5102166","00523"
"Tuczno Kraj.","8414","014761","5103786","01000"
"Metan","2148","065359","5102212",""
"BarnÛwko","8026","013532","5100631",""
"Radom Po≥udniowy","2193","048413","5103065",""
"SkÍpe","5566","020040","5103430",""
"£Ígowo Sulechow.","7264","027334","5102006",""
"Gliniczek","3073","083378","5101203","00376"
"Wo≥czyn","6507","061283","5104104",""
"LisÛw","4199","071589","5102026",""
"Hermanowice","3087","084475","5101342",""
"Niewodnica","1301","024596","5102428","01095"
"WieluÒ","0237","045682","5103994","00754"
"Skokowa","6408","058826","5103439","00353"
"Sarnaki","1405","039776","5103246","01112"
"Bia≥a Podlaska","0003","040808","5100086","00003"
"SIEDLCE ZACH.","0202","039420","5197725","00728"
"JÛzefÛw","1182","038851","5101453",""
"Czerlanka","1096","118307","5100757",""
"LUBLIN G£”WNY","0103","050500","5100037","00065"
"Kozy Zagroda","4181","076190","5101596",""
"Uhrusk","2272","050989","5103902",""
"Czerwonak Osied.","7093","029827","5100950",""
"Ko≥aczkowo","5283","018481","",""
"G≥ogÛw M≥p.","3074","082941","5101178","00393"
"Stare Bielice","8349","029132","5100135","00946"
"åwilcza","3301","081323","5103683","00276"
"Kalwaria Zeb.","3104","078337","5101889","00520"
"Mod≥a","6276","054239","5102311",""
"Mordy Miasto","1289","039719","5102374","01108"
"Kopalina","6195","058354","5101605",""
"JasieÒ Brzeski","3093","079673","5101467",""
"WÛlka PlebaÒska","2297","049619","5104116",""
"M≥odÛw","3179","082081","5102287",""
"Bytom P≥n.","4056","072462","5100655",""
"Goniπdz","1134","024141","5101147",""
"Sulino","8371","002444","5103653",""
"Miejsce","3174","078154","5102219",""
"Janikowo","5240","019091","5101442",""
"Jedlicze MÍcinka","3099","083386","5101397","00415"
"Lipowe Pole","2131","048124","5102098",""
"Ostrowite K/Jab.","5453","021063","5102549","00556"
"Mokra","1285","033035","5102303","00228"
"Kozuby","5300","019547","5101908",""
"Okartowo","1314","012484","5102551",""
"TrzciÒsko","6473","055962","5103839","00807"
"Malhowice","3167","084483","5102281",""
"E≥k Zach","1120","012427","5101041",""
"KÍpa","2100","065284","5101569","00854"
"Bia≥a Piska","1041","012336","5100447","01066"
"Pi≥awa GÛrna","6349","054999","5102743",""
"Unieszewo","5664","009621","5103909",""
"S-ko Milica","2216","048314","5103436",""
"PRZEMYåL G£”WNY","0162","084400","5100234","00096"
"Minkowice O≥aw.","6273","058362","5102301",""
"Soúnica Jaros≥.","3281","084327","5103604","00428"
"Rusinowo","8320","014688","",""
"Kielcza","4164","071167","5101625",""
"Sukowice","6438","067330","5103655",""
"Zielone WzgÛrza","7564","029934","5104422",""
"TERESPOL GR","8818","040485","",""
"GrodkÛw ålπski","6144","062182","5101253",""
"Wola £uøaÒska","3335","081653","5104077",""
"DÍbe Wielkie","1107","039123","5100924",""
"Siedlce Wsch.","1575","039412","5104580","00734"
"Strabla","1437","024414","5103272",""
"Szewnica","1454","037945","5103517","00680"
"Rogale","1390","012443","5103139",""
"Szepietowo","0208","024638","5100148","00806"
"Jerzmanki","6172","051995","5101455",""
"AndrychÛw","4021","076273","5100340","00846"
"Golce","2071","066522","5101094",""
"Samborowo","5554","021840","5103258",""
"Maliniec","7272","033266","",""
"Ksiπøno","7230","044784","5101801",""
"Rajec Poduch.","2197","048777","5103106",""
"Fiuk","3071","080788","",""
"Suliszewo Draw.","8373","003327","5103599",""
"Izbica","2087","051185","",""
"ZakrzÛw Kotowice","6537","058313","5104338",""
"Witonia","1522","032516","5104172","00756"
"DalÍcino","8085","003038","5100885","01124"
"Jelcz-Laskowice","6227","058347","5102108",""
"Bielsko-B.Zach.","4042","076166","5100387","00288"
"Brwice","8057","002766","",""
"Bronis≥aw","5055","019000","5100504",""
"PILAWA","0150","039206","5100189","00574"
"HREBENNE","3089","084954","5101335","00988"
"Ugoszcz","8418","005645","5106552",""
"CHORZEW SIEMK.","4060","072058","5104502","00327"
"ChrzÍsne","1080","038125","5100806","00372"
"£Ûdü Øabieniec","1262","046789","5102173","00962"
"Stare Olesno","4322","071563","5103576",""
"ØegiestÛw","3357","082529","5104289","00983"
"PodbÛr","2180","049064","5102710",""
"Kruszwica","5309","018911","5101840",""
"KostÛw","6197","061358","5101815",""
"Dziergowice","4101","067165","5101034",""
"Stalowa Wola","0192","065037","5100313","00653"
"Garzyn","7125","042713","5101076",""
"KrzciÍcice","2125","064535","5101897",""
"Kursko","7234","026815","5101836",""
"GRODZ MAZ","1149","034165","5101255","00964"
"BIA£YSTOK","0006","024000","5100002","00005"
"Podnieúno","1357","039586","5102708",""
"Laskownica","7237","031351","5102107",""
"Rajcza","4274","076786","5103104","00606"
"PoznaÒ Karolin","7392","029835","5102838",""
"Chmielniki Bydg.","5090","019075","5100709",""
"Podobowice","5487","019661","5102713",""
"KÍdz. K. Zach.","4161","067264","5101577",""
"Frankowo","5132","009837","5101051",""
"Imbramowice","6150","054627","5101352","00405"
"Niwnice","6294","052142","5102450","00041"
"Linkowo","5335","010272","5102064",""
"Radziechowy Wiep","4273","076745","5103021",""
"WÍgorzyno","8428","003574","5104000",""
"Rzezawa","3261","079665","5103244",""
"PoznaÒ DÍbiec","7386","030585","5102830","00581"
"Podleú","5486","017541","5102849",""
"Brzozowiec Gorz.","7056","026534","5100552",""
"JAROCIN","0056","044701","5100016","00035"
"PRABUTY","0160","022905","5100194","00246"
"Lubycza KrÛl.","2136","066233","5102158","00987"
"Bagicz","8021","004085","",""
"POZNA— G£”WNY","0159","030601","5100081","00177"
"Skalmierz","7450","045336","5103434",""
"BolÍcin","3042","077628","5100513",""
"Lubiewo","8400","001032","5102130",""
"GDA—SK OSOWA","5153","006122","5101166","00694"
"BratkÛw","2034","049742","5100589",""
"£omnica årednia","6254","056069","5102080",""
"MALCZYCE","6259","053405","5102278",""
"Olkusz","0139","074294","5102573","00245"
"Zabrzeg Czar.N/Ø","4390","075747","5104271",""
"G≥azÛw","8117","013664","5101174",""
"Zielomyúl","7563","026757","5104326",""
"Brzeünica N.Wart","4051","063164","5100637",""
"RadzionkÛw","4057","071050","5100657",""
"MilanÛwek","1279","034140","5102298",""
"Biadki","7028","044040","5100432",""
"Pionki Zachodnie","0152","048736","5102775","00575"
"Strzelce åwid.","6434","054866","5103345",""
"K≥odzko Ksiπøek","6190","057455","5101566","00444"
"Lisie Pole","8202","013359","5102013",""
"Gniewkowo","5183","018796","5101205","00400"
"Kwilcz","7235","027045","5101858",""
"£aznÛw","1252","047431","5101935",""
"Obryta","8259","002618","5102518",""
"Olsztynek","5440","009456","5102656","00796"
"Sumina","4326","068338","5103657",""
"Libiπø","3153","077909","5102009",""
"Krynica-ZdrÛj","0089","082487","5100029","00052"
"MaÊkowo","8220","002030","",""
"Goúciszewo","5197","008094","5101096",""
"RÛøaÒsko","8316","013672","5103131",""
"Inowroc≥aw Mπtwy","5229","018887","5101353",""
"Kietlanka","1194","038323","5101602",""
"GNIEZNO","0045","030809","5100013","00026"
"Kπtne","5271","036848","5101803","00233"
"RUDZINIEC GL.","4288","067843","5103181",""
"Jankowo Pom.","8142","003277","5101446",""
"SzpÍgawsk","5616","008714","5103552",""
"MaÒkowice","6262","056770","5102300",""
"AntoniÛwka","2022","048769","5100334",""
"ZawidÛw","6542","052704","5104404",""
"Pobiedziska Let.","7372","030981","5102685",""
"Rurka","8319","001412","5103190",""
"HrubieszÛw M.","2083","066134","5101344","00830"
"K PNO","0903","045401","5100023","00045"
"Lewickie","1238","024364","5102150","01179"
"Lewin K≥odzki","6236","057547","5102041","00485"
"Ruda","1400","024182","5103175",""
"TuszÛw Narodowy","3310","081554","5103856",""
"Jeøewo","5250","017434","5101403",""
"Krynka £ukowska","1223","039925","5101778",""
"Nowielin","8255","002857","5102501",""
"Sycze","1448","025361","5103712",""
"Sanok Miasto","3265","083634","5103510","00643"
"Nowe Skalmierz.","7313","045203","5102482","00976"
"KALETY","4141","072108","5100117","00394"
"Kamienica KrÛl.","5260","018143","5101641",""
"Pa≥ecznica","4247","041046","5104699",""
"So≥tykÛw","2226","049585","5103541",""
"Huta Czechy","1161","040295","5101336",""
"SmardzÛw Wroc≥.","6412","060145","5103493",""
"MYS£OWICE","4222","073502","5100175","00516"
"BaranÛwka","3026","079335","5100465",""
"Szulborze Wielki","1455","024745","5103292",""
"Ma≥omice","7273","041277","5102184","01069"
"Lπdek ZdrÛj","0098","057612","5100034","00060"
"Przyby≥owice","6373","053587","5102982",""
"ZerbuÒ","5726","009829","5104302",""
"Palowice","4244","069229","5102964",""
"Tychy ØwakÛw","4355","075978","5103869","00950"
"Barcice","3027","082065","5100392","01085"
"G≥uchÛw","3075","083030","5101176",""
"Jaúlany","3096","081562","5101387","00832"
"Radomno","5512","022814","5103124",""
"Dunowo","8108","003939","5101004",""
"Lutol Suchy","7262","026252","5102140","01159"
"WWA GDA—SKA","0243","036103","5100172","00137"
"Zabiele","1544","041053","5104696",""
"Pruszcz Pom.","5501","017087","5102950",""
"Rybnik Niewiadom","4292","068296","5103041",""
"Bursztynowo","5068","020941","5100616",""
"Wilkowice Bystra","4367","076372","5104042","01133"
"Ka≥uga","5258","022764","5101523",""
"Godurowo","7136","043778","5101291",""
"TarnÛw Moúcice","3304","080671","5103794",""
"Jadowniki","5234","019646","",""
"BÍdzin","4027","074641","",""
"Reda Rekowo","5522","006882","5103080","00814"
"Widacz","3321","083576","5104005","00733"
"MykanÛw","4221","063131","5102372",""
"Zielonka Pom.","5730","016626","5104328",""
"Wieøyca","5686","017764","5104030",""
"Tu≥owice","6477","056762","5103795","01163"
"Kowale Oleckie","1215","012062","5101578",""
"Przelewice","8294","029389","",""
"Hel","0051","006791","5101340","00030"
"ZagnaÒsk","2298","063701","5104309","01030"
"Wrocki","5700","021261","",""
"WRZEåNIA","0250","030007","5100157","00198"
"Rac≥awki","5511","015693","5103052",""
"Powroünik","3226","082453","5102972","00588"
"Czarna Tarnows.","3057","080945","5100870",""
"N.Sπcz Miasto","3202","081935","5102483",""
"Rudyszwa≥d","4287","067942","5103222",""
"Gutowo Wlkp.","7164","030072","5101289",""
"Studzianka","6561","054247","5103638",""
"Poniec","7379","042788","5102857",""
"Osieck","1323","040311","5102539",""
"Opole Grotowice","6318","062034","5102545",""
"Cybowo","8072","015149","5100845",""
"Ubocze","6483","052597","5103894",""
"JordanÛw","3101","078584","5100116","00420"
"B Lesko","7244","118349","5104682","00494"
"Mrzeøyno Letnisk","8008","115097","5100289",""
"GDYNIA P.OKSYWIE","5174","005975","",""
"A Mrzeøyno","8009","115105","5100290",""
"ChmielÛw Zagumn.","2046","065797","5104794",""
"A Pogorzelica Gr","8012","115113","5102739",""
"A Niechorze","8010","115121","5102439",""
"GdaÒsk Stocznia","5159","007518","5101266",""
"A Rewal","8014","115139","5103089",""
"GdaÒsk Nowy Port","5149","007708","5101210",""
"Gdynia Ob≥.Leúne","5170","005991","",""
"A TrzÍsacz","8016","115147","5103782",""
"GdaÒsk N.Szkoty","5148","007542","",""
"A Pobierowo","8011","115154","5100291",""
"A £ukÍcin","8007","115162","5100292",""
"A DziwnÛwek","8001","115170","5100293",""
"C Cisna","3001","070052","5100281","00496"
"C Wetlina","3003","070078","5100282","00493"
"Z≥otÛw","8456","015354","5104356","01004"
"C Ustrzyki GÛrne","3002","070086","5100283","00497"
"B Bia≥ka Tatrz.","5037","079053","5104711","00470"
"B Bukowina Tat.","5063","079061","","00471"
"Warszawa Zac.Wil","0409","037424","5104679",""
"B Brzegi G.Wyø.W","7050","079491","5104725","00475"
"GdaÒsk årÛdm.","5161","008102","5104748",""
"C Bukowiec","7070","079178","5104720","00476"
"B Krynica Morska","7226","079707","5104731","00630"
"B Ch≥apowo","7080","079087","","00624"
"B Kπty Rybackie","7187","079699","5104730","00629"
"B Ostrowo","7332","079137","","00631"
"A Wo≥kowyja","7549","079749","5104719",""
"C Polanki","7380","079194","5104722","00477"
"A Majdan Kol.","7271","079731","",""
"B Jastrz.G.L.JAR","7089","079103","","00627"
"A Kalnica","7181","079715","5104717",""
"B Jastrz.G.Koúc.","7090","079111","","00626"
"C Wetlina Prz. W","7531","079780","5104723","00473"
"B Jastrz.G.Centr","7091","079129","","00625"
"Wa≥cz RaduÒ","8424","014738","5103963",""
"B Karwia","8157","079145","","00628"
"Berlin Schoene.F","9167","891671","",""
"B Brzegi GÛrne","7059","079475","","00474"
"Tychy Lodowisko","4376","073791","5100276",""
"Kr. Sanktuarium","3128","080085","5104780","01035"
"Wroc≥aw Miko≥aj.","6514","058651","5104134","00742"
"Bielawa Central.","7585","054924","5100385",""
"Sucha Bes. Zamek","3392","069484","5104705","01023"
"Mokre","7289","066365","5104795",""
"Opole Czarnowπsy","6085","061051","5100783",""
"Kuünica Øelich.","8194","029363","5101913",""
"Øelichowo","8458","029371","5104291",""
"Stal.W.Charzewic","2240","065367","5103266","01083"
"Tychy Grota Row.","4374","073775","5100277",""
"RamiszÛw","5523","059410","5104755",""
"ProstyÒ","1370","038372","5102888","00565"
"GdaÒsk JasieÒ","5145","006262","5104764",""
"B Smerek","7456","079319","5104727","00479"
"GdaÒsk RÍbiech.","5166","006502","5104760",""
"KrakÛw Nowa Huta","3372","080523","5101769",""
"GdaÒsk Kie≥pinek","5151","006650","5104763",""
"B Stegna","7478","079590","5103343","00633"
"LÍbork Mosty","5182","005652","5104749",""
"B Sztutowo","7481","079608","5103751","00634"
"GdaÒsk Matarnia","5155","006254","5104762",""
"B Terka","7511","079186","5104728","00488"
"GdaÒsk Port Lot.","5157","006247","5104761",""
"DomanÛw Jaworski","6105","054510","5100967",""
"Wawa Mokry £ug","1480","036251","5104779",""
"Ma≥aszewicze","0116","041038","5100215","00073"
"Wroc≥aw RÛøanka","6571","059428","5104754",""
"B Wetlina St.Sio","7528","079392","5104729","00492"
"C PolaÒczyk","2186","070128","5104680","00495"
"£agiewniki Dz.","6245","058529","5101975",""
"ZamoúÊ StarÛwka","0275","066316","5104752","01002"
"A Buk (Bieszcz.)","7067","070110","5104681",""
"ZamoúÊ WschÛd","0276","066340","5104753","01003"
"Niemodlin","6293","060772","5102444",""
"GdaÒsk Strzyøa","5173","006445","5104767",""
"Wetlina BUS 3","7530","079418","",""
"Ornontowice","4238","069088","5102606",""
"GdaÒsk BrÍtowo","5144","006270","5104765",""
"B Przys≥up","7406","079301","5104726","00478"
"A GorzyÒ Wlkp.","7146","079764","",""
"GdaÒsk Niedüw.","5156","006288","5104766",""
"B Rozewie Latar.","7430","079095","","00632"
"A £owyÒ","7269","079772","",""
"A Malinka Skocz","6442","077404","5104698",""
"A Na≥ÍczÛw Miast","6491","077727","5104708",""
"W-WA ZACH.WKD","9711","035022","5104223",""
"Huta Komorowska","2074","065573","5104797",""
"OstrÛwek WÍgr","1328","038133","5102642","00562"
"Wierzbno","7534","026930","5103948",""
"Majdan KrÛl.Podl","7275","065565","5102176",""
"KrakÛw PodgÛrze","3368","079996","5108041",""
"Wieliczka Boguci","3364","057117","5100279",""
"Or≥owice","6212","052431","5101545",""
"Tychy Al.Bielska","4350","073783","5100278",""
"Olekszyn","7329","031070","5102566",""
"A Bochotnica","6474","077651","5104693",""
"A Parchatka","6472","077495","5104694",""
"A Kazimierz Doln","6476","077693","5104692",""
"Z≥otkowo","7575","028761","5100354",""
"A Pu≥awy Centrum","6467","077479","5104697",""
"Rokitno","7429","026641","5103113",""
"A Stronie ål.PKS","6430","118422","5104702",""
"A Malinka Bajcza","6441","077396","5104700",""
"Rusiec","7436","031849","5103191",""
"A Wπwolnica","6484","077719","5104192",""
"Stare Drzewce","7470","042937","5103331",""
"A Wis≥a Kolejowa","6435","077313","",""
"GodÛw","4108","069625","5101123",""
"Jelenia G. Sobie","6167","056127","5101423","00418"
"GorzÛw W. Wsch.","8122","013987","5104796","01012"
"OstrÛw Mazow.","1330","023903","5102621",""
"Bielany Wroc≥aw.","6032","060244","5100636",""
"A Buczkowice","0308","118448","5103753",""
"Bogdanowo","7573","028704","5100356",""
"Izbica","5231","060228","5101366","01062"
"A Bystra","0307","118430","5104666",""
"Z≥otniki Grzyb.","7574","028639","5100353",""
"WÛlka Or≥owska","7550","060301","5104110",""
"Nysa Wschodnia","7582","057166","5100744",""
"Kotulin","4178","070276","5101825",""
"S≥upsk PÛ≥nocny","7583","079822","5100156",""
"Kozio≥ek","1219","032722","5101898",""
"A Karpacz Bachus","0369","118356","5104667",""
"Ustka Uroczysko","7584","089508","5100358",""
"A Karpacz B. Jar","0371","118372","5104669",""
"KamieÒ Ma≥y","8154","014050","5100296","00956"
"A Karpacz GÛrny","0375","118414","",""
"Wwa Ursus Niedü.","1509","033951","5104686",""
"Kat.BrynÛw","4145","072942","5101542","00937"
"A Karpacz M. Oko","0372","118380","",""
"BrzustÛw","2040","048918","5100682",""
"A Karpacz Oúr.Zd","0370","118364","5104668",""
"BrzÛstowa","2039","049346","5100543",""
"A Karpacz Pegaz","0373","118398","",""
"Budki Nowe","7061","033175","5100400",""
"B Nowy Targ BUS","0154","079079","","00472"
"A Karpacz Wang","0374","118406","",""
"Gryfice","8134","002170","5100107","00383"
"Chociszewo Rog.","7075","026294","5100695",""
"A Szczyrk","0309","118455","5104518",""
"Jaworze Jasien.","4132","076471","5101485","00413"
"Fa≥kowo","7123","030940","5101045",""
"£Ûdü Radog.Zach.","1258","046797","5104688","01064"
"åwieradÛw Zdr.","0216","052449","5103422",""
"Paw≥owice Ma≥e","6334","053173","5102968",""
"Wilczyce","6496","053181","5104017",""
"KozÛw","6207","053199","5101872",""
"Jerzmanice-ZdrÛj","6171","053702","5101492",""
"åwierzawa","6465","053785","5103695",""
"Z≥otoryja","6552","053793","5104352",""
"Stare Rochowice","6425","054478","5103306",""
"PorÍba GÛrska","6363","054486","5102745",""
"WilkÛw Wielki","6500","055020","5104197",""
"Przerzeczyn Zdr.","6372","055046","5102984",""
"P≥onina","6356","055715","5102836",""
"BudziszÛw","6062","058560","5100622",""
"PUSTK”W WILCZK.","6376","058578","5102954",""
"Grodziec Niemodl","6146","060764","5101206",""
"Sady","6399","060780","",""
"Gracze","6141","060822","5101061",""
"SÍdziszÛw P≥n.","0181","064329","",""
"ZamoúÊ P≥n.","0255","065920","5104360",""
"Izov(Gr)","0961","066118","",""
"HrubieszÛw","2082","066126","","00031"
"Krzanowice","4182","068940","",""
"Krzanowice P≥d.","4183","068957","5101891",""
"Koz≥owice","4179","071621","5101904",""
"GorzÛw ålπski","4112","071639","5101330",""
"Praszka","4264","071654","",""
"Jamy","4120","071670","",""
"WiÍckowice","4366","071720","",""
"E≥k Wπsk.","9701","090829","",""
"åmigiel(Wπsk)","9703","095158","",""
"STARGARD SZ.W•SK","9702","098103","",""
"Goszyn","5195","117028","5101237",""
"PrÍgowo GdaÒskie","5496","117077","5102881",""
"Roztoka","6391","054502","5103173",""
"£apino","5358","007393","",""
"KrakÛw","0290","080317","",""
"Szczecin","0291","000398","",""
"ToruÒ","0287","019885","",""
"Wis≥a","0289","077016","",""
"K≥odzko","0293","057315","",""
"Lubichowo","5351","009076","5101940",""
"Nowa åwiÍta","8250","015370","",""
"Sypniewo","5610","015420","",""
"Zakrzewska Kolon","5714","015438","",""
"OstrÛwek","5454","015479","",""
"åWIEKATOWO WSCH.","5632","016972","",""
"Klonowo n/Brdπ","5278","016998","",""
"PRUSZCZ BAGIEN.","5500","017012","5102683",""
"Sosno SepoleÒ.","5581","017061","",""
"CZERSK åWIECKI","5105","017269","5100816",""
"Liniewo Pom.","5334","017681","",""
"G≥odowo Koúcier.","5180","017699","",""
"Polanowice","5488","018937","5102864",""
"Zgierz Jaracza","0700","046904","5104685",""
"Tar≥o","2262","040071","5103764",""
"Jas. Bia≥eb≥ota","5243","018440","5101459",""
"Che≥mek Wo≥owski","6071","060483","5100838",""
"K≥osowice","7195","028928","5101667",""
"Grzybowa GÛra","2080","048157","5101249",""
"BolkÛw","6048","054460","5100529",""
"£Ûdü Dπbrowa","6498","046961","5104691","00524"
"Paterek","5465","031641","5102662",""
"KrakÛw Airport","3133","080325","5104659",""
"Ryki","2207","049874","5103215",""
"Morπg Kolonia","5394","011163","5102231",""
"JeleÒ","2095","049759","5101406",""
"Korzystno","8180","004184","5101907","00462"
"Sanok DπbrÛwka","3264","083642","5103259","00642"
"KoÒczyce Rad.","2113","048470","5101883",""
"DπbrÛwki BreÒ.","3063","080838","5100908",""
"Leúnica","6234","067181","5102103",""
"Gπg≥awki","5140","009431","5101060",""
"Lubzina","3158","081240","5102168","00273"
"£πg","5360","008979","5101919","01107"
"£opuchowo","7268","029884","5102083",""
"Poniatowice","6361","059725","5102923",""
"åwinoujúcie(Gr)","0685","001065","",""
"Maszewo","8221","001446","",""
"Radzanek","8302","001453","",""
"PodaÒsko","8278","001479","",""
"Ciechno","8067","001487","",""
"Chlebowo","8062","003384","",""
"Cieszyno Drawsk","8070","003418","",""
"Gawroniec","8115","003426","",""
"Zajπczkowo Po≥cz","8451","003459","5104333",""
"MIELNO KOSZ.","8228","004515","5102221",""
"Pomi≥owo","8288","005116","",""
"GwiazdÛwko","8139","005124","",""
"Gdynia Ob≥uøe","5169","005983","",""
"Gdynia PogÛrze","5172","006015","",""
"Gdynia Rzeünia","5176","006023","",""
"Juszkowo","5252","007344","",""
"Kolbudy","5281","007385","5101649",""
"Stara Pi≥a","5584","007427","5103281",""
"Pπczewo","5467","008789","5102682",""
"SkÛrcz","5569","008797","5103671",""
"Mirotki","5384","008813","5102248",""
"ChudÛw","4066","069138","5100711",""
"GostyÒ","7148","043604","5101236",""
"Cieplewo","5095","007328","5100743",""
"Bojary","1055","024554","5100517","01091"
"Øakowice","1561","046532","5104245",""
"Mys≥akowice","6284","055970","5102373",""
"Bytnica","7068","027557","5100649","00592"
"Perkowice","1341","040972","5102720","00683"
"Szcz.MúciÍcino","8384","000737","5103304",""
"Wr. Osobowice","6518","058719","5104184","00358"
"MUSZYNA","0128","082404","5100041","00075"
"£ukÛw Zapowied","1573","040097","5104581","00395"
"Pustynia","3238","081356","5102953",""
"Jedlicze","3098","083394","5101396","00414"
"Przemyúl Zasanie","3232","084434","5102825","00582"
"BYTOM BOBREK","4054","072553","5100587",""
"£Ûdü Pabianicka","6497","046763","5104687","00525"
"Zalesie KrasieÒs","2301","050864","5104347",""
"RaciborÛw Kutn.","1379","032334","5103032",""
"Dzikowice","7122","041251","5100936",""
"Michalczew","2152","048637","5102236",""
"Sosn.Porπbka","4316","075036","5103616",""
"ZÍbice Wroc≥aw.","6546","058255","5104287",""
"Starkowo","7472","043349","5103593",""
"Zdzieszowice","4395","067066","5104277","00781"
"Kopytkowo","5289","008839","",""
"Osieczna","5448","009050","5102614",""
"Roszki Leúne","1395","023556","5103145",""
"GÛrki Noteckie","8129","014340","5101169","00936"
"Sztumska Wieú","5620","023226","5103615",""
"RogÛw","1393","047316","5103098","00566"
"Gostomia","8127","014928","",""
"SzarÛw","3296","079723","5103375",""
"Kliniska","8168","001198","5101786",""
"SmoleÒ","8341","029421","5103486",""
"£uczyce","3163","079343","5102124",""
"PL Szcz GoleniÛw","0047","001933","5104689",""
"S DZIS£AW","6402","055632","5103361","00802"
"KROåCIENKO GR","8808","083915","",""
"Stary Klukom","8358","029439","5103728",""
"Mi≥ogoszcz","8231","004457","5102288",""
"CzechÛw","8080","014365","5100692","00931"
"LÍdziechowo","5327","005298","5101969","00872"
"Kuünica Bia≥ Gr","0844","025064","",""
"Wπbrzeüno Miasto","5673","020750","",""
"Plewiska","7368","028746","",""
"Rπbczyn","7426","031443","",""
"NIEMCZYNEK WERK.","7304","031450","",""
"StÍpuchowo","7476","031856","",""
"Warszawa","0277","033621","",""
"Warszawa Och.WKD","9707","035014","5103939",""
"Micha≥owice","9710","035097","5102199",""
"Podkowa Leúna G≥","9709","035253","5102705",""
"£Ûdü","0285","046318","",""
"ProszÛwka","6365","052381","5102912",""
"Mirsk","6274","052415","5102331",""
"Mroczkowice","6281","052423","5102327",""
"Mi≥ocin Lub.","2153","050146","5102285",""
"PrzezdziÍk Wlk.","5502","023424","5103011",""
"Giera≥tÛw Wykr.","6116","051920","5101155",""
"LEGIONOWO","0428","036509","5101981","00972"
"PÍpowo","7362","044164","5102728",""
"Leosia","5324","017384","5101990",""
"Gniezno Winiary","7135","030825","5101209",""
"£ubnica £omøyÒ","1263","023481","5102133",""
"MielÍcin Myú.","8226","002824","5102294",""
"Pu≥awy","2188","050039","5102946",""
"Morany","5393","007971","5102316",""
"Borujsko","8053","015180","5100462",""
"LESZNO","0100","042606","5100036","00062"
"Juszczyn","3102","078543","5101481","00852"
"Rozprza","1397","047795","5103160","00498"
"BelÍcin Wlkp.","7026","026336","5100388",""
"KOLUSZKI","0076","047258","5100024","00047"
"Bierzwnik","8044","029199","5100673",""
"Koziebrody","1217","036822","5101905",""
"KorwinÛw","4176","062729","5101868","01057"
"Go≥ubie Kaszub.","5189","017749","5101160",""
"OdolanÛw","7327","046052","5102538","00560"
"Be≥sznica","4025","068536","5100413",""
"Kawcze","8159","004572","5101525",""
"JASTRZ.ZDR.SZOT.","4128","069567","5101500",""
"BRZEG","0011","062109","5100003","00007"
"Kutno Azory","1024","032326","5100349",""
"M≥awa","0422","037226","5100219","00513"
"Kuünica Bia≥","0095","025007","5100033","00056"
"MI£KOWICE","6271","052902","5102263",""
"Ryb.Niedobczyce","4291","068312","5103039",""
"Seroki","1407","034439","5103347",""
"SUCHA BESKIDZKA","3291","078402","5100140","00183"
"ZD. WOLA KARSZ.","0261","019406","5100160","00194"
"Cisie","1085","039149","5100729",""
"Bratian","5051","022806","",""
"Krzycko Wielkie","7227","042960","5101866",""
"Wwa Falenica","1476","038836","5103998",""
"£OWICZ G£","0110","032904","5100167","00067"
"Reskowo","5524","018093","5103085",""
"Szyd≥Ûw Centrum","6401","024505","5103718",""
"Jaski","1173","039990","5171013",""
"Przecza","6366","062141","5102696",""
"Goszczowice","7149","057323","5108100",""
"Myúlice","5401","008011","5102370",""
"GrzybÛw","2081","064170","5101309",""
"Mys.BrzÍczkowice","4224","077669","5103013",""
"Zwierzyn","8365","014308","5100137","00662"
"Miasteczko Kraj.","8223","014472","5102266",""
"Cienin","7084","033365","5100735",""
"GÛrzyniec","6138","056150","5101312","00791"
"Øabowo","8457","001974","5104273",""
"Borzym","8054","001313","",""
"WrÛblik Szlach.","3339","083584","5103946","00741"
"Jeziorki Wa≥eck.","8150","015065","5101418",""
"Wis≥a G≥Íbce","4369","077040","5104152","00736"
"Jaworz. K/ Wiel.","4135","071878","5101488",""
"£opatki","2141","050195","5102100",""
"Jesionka","1180","034231","5101414","00329"
"Cieszyn Mniszt.","4070","075671","5100773",""
"Staniszcze Wiel.","6420","061838","5103641",""
"Konopki","5287","036970","5101706","00219"
"Karczyn","5267","019232","",""
"Ga≥kÛwek","1123","046516","5101064","00548"
"Mlewiec","5386","020362","5102290",""
"Budy G≥ogowskie","3045","082958","5100603",""
"TaciszÛw","4336","070169","5103758",""
"Siechnice","6404","058297","5103403",""
"Jagodna","5236","008250","5101422",""
"Rosochatka","5530","016659","5103148",""
"Zielonka Pas≥.","5729","010918","5104327",""
"Brzeünica","3044","078048","5100498",""
"Che≥m ålπski","4225","077321","5100817",""
"JastrzÍbie ZdrÛj","4124","069377","5101490",""
"Warszawa Zach.P9","1508","034868","5104228","01182"
"Siedlisko Czarn.","8327","029249","5103319",""
"PoznaÒ Junikowo","7391","028738","5102853",""
"Czarny Blok","1094","024216","5100688",""
"Biernatowo","8043","029231","5100505",""
"G≥ucho≥azy Miast","6123","057133","5101144",""
