"NZ_16_ASCII","FIN_ID","SKRJ_ID","HAFAS_ID","EPA_ID"
"GRODZISK.MAZ.RAD","9708","035428","5101198",""
"Szcz.Zdunowo","8393","001214","5103411",""
"Boøacin","7052","046250","5100533",""
"Starogard £ob.","8355","002048","",""
"Czechowizna","1095","024125","5100843",""
"Prostki","1369","012229","5102889","00823"
"KorzeÒsko","6196","044453","5101906","00360"
"StykÛw I≥øecki","2244","049296","5103418",""
"Zator","3350","078113","5104253",""
"RÛw","8315","002725","",""
"Grodziec Ma≥y","6145","042283","5101193",""
"Jedlanka","1177","040170","5101405",""
"WÍgry","6490","060178","5103981",""
"PomiechÛwek","1364","036475","5102819","01047"
"Kuleje","4187","071845","5101824",""
"Øory Baranowice","4399","069286","5100577",""
"Boguszewo","5045","020966","5100427",""
"Bystra Podhal.","3046","078576","5100658","00296"
"GLIWICE","0043","069708","5100011","00024"
"Zamek Bulowicki","4391","076240","5104363",""
"Kunowice","0092","025924","5100083","00171"
"£πki Kozielskie","6251","067173","5101915",""
"CHMIEL”W K/TAR.","0703","065706","5100750","00469"
"Wwa Powiúle","1492","033639","5104154",""
"Che≥m Miasto","2045","050948","5100768","00717"
"Nowa Ruda Przed.","6296","057950","5102476",""
"GdaÒsk G≥Ûwny","0040","007500","5100009","00022"
"Bielsko-Bia≥a Mi","4038","076364","5100381",""
"Kozia GÛra Kraj.","5298","018275","5101597",""
"Stare Pole","5586","007880","5103586",""
"S-ko Koúcielne","2215","048033","5103595","01074"
"Przysucha","0164","048801","5103008","00247"
"Siemiatycze","1411","025387","5103355","01113"
"Lπdek StojkÛw","6231","057620","5101556",""
"PrzybÛwka","3233","082867","5102992","00583"
"Paw≥owiczki","6336","067363","5102678",""
"Koby≥ka OssÛw","1325","036327","5102639",""
"Trypucie","1464","024570","5103832","01098"
"Os≥awa Dπbrowa","8265","005678","",""
"Swobodna","5609","009274","5103686",""
"Øary","0270","041558","5100243","00190"
"Su≥kowice","2248","048611","5103691",""
"PoznaÒ DÍbina","7387","028555","5102828",""
"Biskupiec Pom.","5040","021071","5100538","00301"
"Brzeszcze Jaw.","4048","077222","5100555","00590"
"Wwa RadoúÊ","1494","038786","5104149",""
"Wa≥cz","8423","014704","5103967","00528"
"GÛrna Grupa","5200","017467","5101233",""
"Machnacz","1265","024240","5102295","01126"
"MiÍdzychÛd Let.","7285","026948","5102289",""
"MiÍdzylesie","0122","057208","5100225","00203"
"Kielce Piaski","2104","063529","5101616","00332"
"BerezÛw","2027","048264","5100415",""
"Moszczenica Pom.","5397","015883","5102388",""
"Olszyny","5443","010736","5102649","00882"
"Kudowa-ZdrÛj","0091","057554","5100031","00054"
"Kijewo","1195","011874","5101628",""
"Bielsko-B.Komor","4035","076141","5100444","00927"
"Jajkowo","5237","022780","5101376",""
"LeszczydÛ≥","1237","023721","5102115",""
"Øurawica Rozrzπd","3359","084244","5104391","00778"
"£Íka Opatowska","7265","045732","5102043",""
"W≥oc≥awek","0245","021600","5100315","00142"
"Limanowa","3155","082206","5102020",""
"Podwierzbie","1358","032748","5102960",""
"Wilkoszewice","1520","047811","5104055","00505"
"Siedliska K/Tuch","3267","081034","5103325","01161"
"ROGOèNO WLKP.","0517","016139","5100203","00613"
"Piasek","4253","075986","5102752","00943"
"Nadbrzeøe","5402","008284","5102392",""
"UstroÒ","4356","076950","5103916","00720"
"PADEW","2175","065755","5102661",""
"Brzezinka åredz.","6060","060285","5100574",""
"WEJHEROWO","0234","006304","5100153","00732"
"Tuszyma","3229","081422","5102894",""
"Olbrachtowice","6309","058453","",""
"WR. PSIE POLE","6522","059246","5104120","00729"
"Ptaszkowo Wlkp.","7413","043075","5102931",""
"Chruúciel","5093","011411","",""
"G≥ucho≥azy (Gr)","8824","057190","",""
"G≥ogÛw Huta","6118","042465","5101179","00970"
"Brzeszcze","4050","077198","5100685",""
"ZamoúÊ","0254","065904","5104366","00147"
"Zgierz P≥n","1555","046813","5104311","01171"
"POZNA— STARO£ KA","0513","028522","5100226","00097"
"PyzÛwka","3239","078949","5102989","00881"
"PotÍgowo","8290","004937","5102925","01125"
"MIETK”W","6267","058941","5102353","00511"
"Nisko Rac≥awice","2166","065110","5102475",""
"Godki","5198","009530","5101232",""
"Grabce","1142","047092","5101245",""
"Siepietnica","3270","081836","5103554",""
"LeluchÛw","3149","082420","5101985","00998"
"WWA REMBERT”W","1498","038661","5103922","00757"
"Drogosze","5119","010090","5100926",""
"Wroc≥aw åwiniary","6526","058743","5104198","00357"
"Rakoniewice Mil.","6381","059683","5103129",""
"Kawki","5270","021253","5101512",""
"Brzeünica Bych.","2037","040055","5100386",""
"Wieliczka Rynek","0236","080457","5103953",""
"åwiÍtoch≥owice","4335","073148","5103680","01205"
"PakoúÊ","5458","019083","5102668",""
"Siedliska Tom","3268","084947","5103333",""
"Manieczki","7274","045062","5102299",""
"Otwock årÛdborÛw","1458","038919","5103584",""
"Otwock åwider","1459","038869","5103676",""
"KamieÒczyce","3105","079459","5101674",""
"Muszyna Gr.P.","0835","082438","",""
"Otmice","6184","062075","5101684",""
"ZarÍbki","3347","082982","5104379",""
"Grom","5208","010652","5101257",""
"JERZMANICE LUB.","7175","025890","5101436","01013"
"Orzesze Miasto","4240","068197","5102604","00561"
"Bobry","1054","047878","5100507","00540"
"Wroc≥aw Nadodrze","6516","059105","5100255","00144"
"POZNA— FRANOWO","7388","028357","5102736",""
"Pieczyska","7364","045625","5102774",""
"B≥otnica Strzel.","6041","061739","5100580",""
"JeøÛw","6597","090647","5101420",""
"Strykowo Poz.","7482","043133","5103561",""
"Sieniawa Øarska","7446","041616","5103420",""
"KRAK”W P£ASZ”W","0086","079905","5100240","00170"
"ROG”W OSOB. W.","6602","090662","5103197",""
"ROG”W TOW W•S","6603","090597","5103174",""
"G≥uchÛw Skier","6596","090605","5101186",""
"Z≥ota","6607","090738","5104342",""
"Zawady","6606","090720","5104408",""
"Jeruty","5247","010744","5101419","00851"
"RajgrÛd","5517","018291","5103105",""
"Strzyøyno S≥up.","8368","004911","5103614",""
"I≥awa Miasto","5227","021816","5101358",""
"Granica PaÒstwa","0684","000232","",""
"Radzice","2196","048942","5103059",""
"Biel","1049","118661","5100478",""
"Kroúnice Maz.","5307","036962","5101589","00272"
"PAWLOWEK","5466","018531","5102975",""
"BrzostÛw Wlkp.","7055","044925","5100680",""
"MiÍdzyrzec Podl.","0125","040832","5102249","00510"
"Bralin","7053","045773","5100448",""
"Dπbrowa GÛrnicza","0030","074583","5100250","00340"
"Piechcin","5472","019679","5102754",""
"Øywiec","4400","076604","5104418","00782"
"Zebrzyd. Przyst.","4396","075564","5104298",""
"Chocicza","7074","030288","5100788",""
"WYSOKA KAMIE—SKA","0526","001560","5100221","00145"
"Zagajnik","6534","051839","5104305",""
"£πck","1253","032383","5101959",""
"Jazy","8146","004150","5101388","00421"
"Niegos≥awice","7303","041269","5102438",""
"£ososina GÛrna","3161","082222","",""
"BOLES£AWIEC","0010","053850","5100079","00010"
"MakÛw Podhal.","3166","078535","5102179","00235"
"DuninÛw","6109","054270","5101003",""
"DÍbsko Pom.","8093","015099","5100921",""
"Gzin","5223","018622","5101323",""
"Øabi RÛg","5734","011155","5104263","01141"
"Kielce ålichowic","2102","063636","5101604","00599"
"Jastrowie","8145","016402","5101471","00412"
"REDA","0172","006106","5103070","00818"
"LUDWIKOWICE K£OD","6244","085712","5101970",""
"Zdunska Wola","0292","019455","",""
"JastrzÍbie ZdrÛj","4130","069427","",""
"Studzianki Nowe","1441","036491","5103666","01049"
"Pszczyna CzarkÛw","4404","069328","5104497",""
"Policko","7376","026773","5102852",""
"Boguszyce","6595","090688","5100425",""
"Gorzuchowo Che≥.","5192","020651","5101221",""
"LednogÛra","7240","030957","5101979","00491"
"Rawa Mazowiecka","6600","090670","5103202",""
"Stare Jab≥onki","5585","022079","5100169","00888"
"PODSKARBICE SZL","6599","090746","5102851",""
"RegnÛw","6601","090712","5103076",""
"Skorzewo","5567","017731","5103445",""
"L BORK","0101","005256","5100129","00172"
"Strumiany","7480","043794","5103495",""
"Stramnica","8362","004168","5103631","00659"
"KomaÒcza","3119","084129","5101726","01037"
"Santok","8324","014357","5103515","00945"
"Rostarzewo","7431","043026","5103167",""
"Jedlina-ZdrÛj","0062","055145","5100114","01192"
"Wandzin","2274","050617","5103933","01018"
"Granica PaÒstwa","0966","085001","",""
"Werbkowice","2278","066142","5103975","00841"
"Go≥aszewo Kuj.","5186","021733","5101170",""
"Lipniak","1242","012849","",""
"Nowy Barkoczyn","5423","017525","",""
"NOWY KOåCI”£","6302","053744","",""
"W-WA ØWIR.I WIG.","1497","033779","5149451",""
"Warszawa Al. Jer","1496","033456","5128148",""
"JarzÍbiec","5242","011288","5101456",""
"Wieliczka Park ","3323","080440","5103959",""
"Ogorzeliny","5434","015800","5102546",""
"Frankamionka","2066","066043","","00829"
"REJOWIEC","0173","050807","5103079","00623"
"K≥omnice","4168","063420","5101672","00543"
"Kuünia Racib.","4191","068882","5101843","00601"
"Strzegom Miasto","6433","056325","",""
"Boszkowo","7051","043356","5100526","00713"
"Radymno","3245","084301","5103068","00909"
"OwiÒska","7344","029850","5102643",""
"Bobowa-Miasto","3037","081125","5100509","00995"
"Krostkowo","8189","014498","5101818",""
"Szczecin Wzg.Het","8464","000257","5103392",""
"P≥ochocin","1345","034355","5102800",""
"Pludry","4259","071464","5102812",""
"LIPUSZ","5343","017608","5102028",""
"Chojnik","3051","081042","5100789",""
"Moszczenica","1292","047787","5102383",""
"Granica PaÒstwa","0847","040543","",""
"W≥osienica","3331","078139","5104072",""
"Barwice","8027","003681","",""
"Gonty","5190","022921","5101211",""
"Nawcz","5407","005462","5102402",""
"Krzeszna","5310","017756","5101712",""
"Szczepice","5615","031658","5103708",""
"Reptowo","8308","002253","5103084",""
"PiastÛw","1343","034124","5102772",""
"Warszawa Centr.","0242","033605","5100065","00136"
"NAK£O N/NOTECI•","0512","018200","5100254","00174"
"Piechowice","6339","056143","5102759","00573"
"Mas≥oÒskie Natal","4213","062745","5102188","01055"
"Miπczyn","2150","066027","5102204","00837"
"KAT.MURCKI","4150","073056","5101543",""
"Kikowo","7190","028886","5101611",""
"OtmuchÛw","6327","056697","5100187","01110"
"A.NNOS£AW","6593","090753","5100346",""
"P•G”W","6598","090761","5102664",""
"Bia≥a Rawska W","6594","090779","5100567",""
"K≥obuck","4167","071944","5101656","00924"
"Kolbuszowa GÛrna","6624","117523","5101541",""
"Tuchola Rudz. M.","6650","118133","5101262",""
"Rybienko","1402","037838","5103042",""
"MA£DYTY","0118","010983","5100309","00236"
"Linowo","5336","020958","5102021",""
"LubartÛw","2132","050609","5101952","00602"
"Skrzydlna","3277","078790","5103578",""
"Sadowne WÍgr","1404","038158","5103267","00564"
"MOGILNO","0126","032003","5100220","00081"
"KRAK”W BIEØAN”W","3124","079947","5101757",""
"GdaÒsk Oliwa","5150","007583","5101104","00157"
"Cisiec","4072","076760","5100815",""
"Baszewice","8029","002188","5100584",""
"WojanÛw","6504","055954","5104100","00739"
"KRAK”W MYDLNIKI","3131","080333","5101689",""
"Che≥moniec","5088","021345","5100756",""
"Bielsko-B.GÛrne","4034","076125","","00286"
"Blizna","1051","012948","5100491",""
"Wwa Zachodnia","0404","033506","5100067","00139"
"Jadwiøyn","5235","018259","5101401",""
"Fasty","1121","024067","5101046",""
"ChrzanÛw årÛdm.","3054","077834","5100819","00593"
"Ostrowie Bieb","1326","024927","5102613",""
"Trzemeszno","5655","032078","5103888",""
"Jastarnia","0059","006775","5101385","00036"
"Roøniaty","5533","018895","5103154",""
"Wejherowo-Nanice","5676","006320","5103984",""
"Zawadzkie","6541","061549","5104257",""
"Stara Kamienica","6422","055848","5103390",""
"Zπbki","1550","037457","5104336",""
"£πczna","2139","063735","5101965",""
"D•BR.G.Z•BKOWICE","4095","074500","5100098","00189"
"Pamiπtkowo","7348","028944","5102670",""
"Gogolin","6129","061903","5101140","00595"
"CHE£M","0016","050906","5100303","00013"
"Borki-Kosy","1056","039487","5100525",""
"GÛrki Pomorskie","8130","001685","5101239",""
"Orneta","5446","011346","5102605",""
"Szczejkowice","4332","068247","5103741",""
"Kaczory","8152","014464","5101526",""
"Grzybno","5218","020420","5101318",""
"Racewo","1377","024869","5103017",""
"Krosnowa","1220","047340","5101799","00760"
"OPOLE G£”WNE","0141","060608","5100046","00085"
"BratkÛw Zgorzel.","6055","052886","",""
"PogwizdÛw","4262","075630","5102740",""
"Tarczyn","1460","047175","5103769",""
"Mordy","1288","039693","5102209",""
"Widzino","8430","004721","5103969",""
"Jeziorany","5249","009811","5101498",""
"Wielawino","8433","003715","",""
"KrzepÛw","6217","042432","5101854","00456"
"Marcinkowice","3169","081950","5102200",""
"AugustÛw Port","1022","012955","5100344",""
"Boreczek","6049","060160","5100548",""
"Opalenica","7330","027201","5102591","00711"
"Granica PaÒstwa","0963","083964","",""
"Grodziszcze Maz","1150","039867","5101332","00635"
"GORZ”W WLKP.","0046","013904","5100014","00027"
"K•KOLEWO","7186","042697","5101635",""
"KnurÛw Kopalnia","4171","070938","5101701",""
"Popowo Skwierz.","7382","026567","5102873",""
"Gliwice £abÍdy","4103","070102","5101181",""
"Jeøewice","1181","047159","5101391",""
"DÍbska Kuünia","6096","061564","5100918",""
"Olszyna LubaÒska","6313","052589","5102567","01028"
"Bielsko-B.Aleks","4033","076455","","00285"
"KamieÒ KrajeÒski","5262","015826","5101637",""
"Gronowo Elbl.","5210","008227","5101129",""
"Szczekociny","2255","064394","5103368","00669"
"Chrzπstowice","6081","060848","5100814",""
"SIEDLCE","0182","039404","5100053","00111"
"Czerwonak","7098","029843","5100837",""
"StrykÛw","1439","046847","5103729","00765"
"Najmowo","5403","021352","5102394",""
"Podborsko","8279","003954","5102699","00579"
"Pu≥ankowice","2187","051367","5102945","00874"
"Piasecznica","1342","034462","5102903",""
"Go≥Íbiewko","5187","007211","5101088",""
"Damas≥awek","0504","031807","5100949",""
"Annolesie","4023","071993","",""
"Grabiny","3081","081463","5101089",""
"Dragacz","5118","020669","5100982",""
"Pszczew","7412","026765","5102901",""
"StaszÛw","2235","064154","5103268",""
"WÍgrzce Wielkie","3320","079533","5103980",""
"Ropczyce Witk.","3330","081257","5104170","00281"
"£omnica","6252","056036","5102078",""
"Katowice Za≥Íøe","4156","073338","5101527","01204"
"Wojnowice Wlkp.","7545","027243","5104037",""
"Szczutowo","1452","032763","5103374",""
"Øyczyn","1565","039354","5104410",""
"DπbrÛwka Kobu≥.","5110","009878","5100902",""
"BÍdzino","8032","004424","5100414",""
"Trzebiszewo","7516","026542","5103891",""
"Grylewo","7160","031344","5101254",""
"NASIELSK","0131","036707","5100178","00530"
"Czarniecka GÛra","2053","049577","5100857",""
"Gucin","1157","023598","5101283",""
"Dziemiany Kasz.","5123","017632","5100935",""
"Pierzyska","7366","030932","5102717",""
"KOåCIAN","0082","043406","5100124","00267"
"Nowy Tomyúl","7317","026211","5102514","00942"
"Czerna","6086","042481","5100775",""
"P≥ytnica","8277","016436","5102980","01123"
"Stal.Wola","0286","064998","",""
"Baboszewo","1025","036780","5100373",""
"SiÒczyca","8331","005165","5103408",""
"Rzepedü","3258","084095","5103239","01040"
"£awica","6248","056531","5101934",""
"Garczegorze","5137","005280","5101103","00850"
"Czernikowo","5103","019976","5100749",""
"TarnÛw PÛ≥nocny","3305","080689","5103814",""
"Z≥ocieniec","0268","003301","5104343",""
"SierakÛw ålπski","4303","071530","5103405","00336"
"Radostowice","4272","069278","5101535",""
"Cikowice","3055","079756","5100747",""
"Sadurki","2211","050138","5103256",""
"WrzosÛw","1535","039156","5104141","01186"
"Dankowice","4088","077255","5100937",""
"Wyry","4353","073734","5103879",""
"Cha≥upy","5084","006734","5100686","00325"
"Ozimek","6329","061572","5102652","00558"
"Strzegomek","2241","065896","5103380",""
"Stary Sπcz","0194","082032","5103727","00253"
"Drzewce","7115","028233","5100983",""
"Suszec Kopalnia","4329","069211","5103307",""
"Warszawa år.WKD","9705","035006","5104221",""
"J.ZdrÛj ZofiÛwka","4129","069674","5101503",""
"Stawiany","7474","031260","5103640",""
"SZCZ.TURZYN","8390","000406","","00255"
"SÍpÛlno KrajeÒ.","5559","015834","5103348",""
"SÛl Kiczora","4320","076844","5103293",""
"Czarlin","5097","008540","5100774",""
"Sarbiewo","8325","014332","5103573","00959"
"Wo≥Ûw","0247","060335","5100155","00210"
"RuszÛw","6394","052027","5103196",""
"Gdansk Zab-AWFiS","5164","007617","5101317",""
"Kozy","4180","076182","5101737","00855"
"GrybÛw","3085","081679","5101264","00382"
"Lidzbark Miasto","5331","022624","5101971",""
"HalinÛw","1158","039131","5101343","01184"
"Kramsk","7218","033159","5101755",""
"Wierzawice","3326","083188","5104224",""
"WirÛw","8438","000950","5104022",""
"Krojanty","5306","008953","5101631",""
"GorzÛw W. Karnin","8123","013946","5101303",""
"Szachy","1449","040899","5103734","00437"
"Przygodzice","7407","046003","5102996",""
"£ukÛw £apiguz","1264","040113","5102132",""
"Zduny","7561","044180","5104282",""
"Bielsko-B.Wapien","4040","076463","","00287"
"O≥drzychowice K≥","6315","057562","5102563",""
"Olpuch Wdzydze","5438","017533","5102570",""
"Wroc≥aw Leúnica","6513","058974","5104133","01024"
"Kπty Wroc≥awskie","6187","058933","5101817","00442"
"Stary Wielis≥aw","6429","057489","5103730","00658"
"OLECKO","0414","011957","5100184","00559"
"WojcieszÛw GÛrny","6506","055681","5104036",""
"WÛlka Okrπglik","1533","118638","5104046",""
"Dπbr.G.Huta K-Ce","4089","074856","5100931",""
"Lipka KrajeÒska","8201","015529","5102018","01031"
"K≥aj","3112","079681","5101655",""
"BoguszÛw-Gorce","6044","055228","5100429","00291"
"Szczeglin","5614","032110","5103385",""
"Stare Kurowo","8351","014324","5103443","00947"
"KÛrnik","7217","030247","5101620",""
"Radliczyce","7418","045328","5103025",""
"Piechowice Dolne","6340","056135","5102755","00799"
"Sopot Wyúcigi","5579","005967","5103537",""
